label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
A,-0.025896,0.038805,0.212552,0.223451,0.360491,0.477653,0.299132,0.757785,0.209326,0.971716,0.138544,0.611409,0.103545,0.836869,0.138941,0.685414,0.178075,0.606940,0.001692,0.632529,-0.079511,0.782214,0.063848,0.526746,0.125650,0.342413,-0.168182,0.521213,-0.165759,0.657101,-0.083795,0.422740,-0.049695,0.279774,-0.311015,0.427660,-0.320398,0.549563,-0.223164,0.351754,-0.156330,0.289289
A,-0.040211,0.023096,0.196259,0.181842,0.408742,0.527171,0.324569,0.765020,0.248496,0.961309,0.151802,0.668124,0.120887,0.867938,0.137318,0.671880,0.215933,0.563271,0.006950,0.654123,-0.023583,0.813593,0.066504,0.554735,0.082483,0.444918,-0.173149,0.518818,-0.157668,0.683871,-0.117812,0.463504,-0.030489,0.231894,-0.282503,0.449089,-0.345420,0.578982,-0.196325,0.360649,-0.111764,0.243171
A,-0.000000,0.000000,0.251340,0.170571,0.369830,0.513530,0.334223,0.784657,0.256458,0.966555,0.179647,0.683924,0.148983,0.866977,0.169622,0.658830,0.188724,0.489708,0.000000,0.633680,-0.008900,0.803441,0.056132,0.542039,0.087457,0.354243,-0.161061,0.554685,-0.157430,0.688304,-0.071474,0.425931,-0.028144,0.249336,-0.314052,0.453989,-0.290747,0.544211,-0.207766,0.366676,-0.156763,0.236345
A,-0.000842,-0.019809,0.268795,0.184869,0.370270,0.489830,0.338120,0.782563,0.216454,0.922401,0.196601,0.605868,0.155146,0.852635,0.208870,0.644026,0.208508,0.477800,0.003412,0.655785,-0.022777,0.833337,0.026321,0.550877,0.115136,0.374044,-0.103568,0.531782,-0.198804,0.658474,-0.051661,0.440868,-0.025076,0.215647,-0.291046,0.417248,-0.255979,0.629934,-0.196772,0.384169,-0.171548,0.182038
A,-0.018082,-0.032787,0.207929,0.222242,0.378016,0.524920,0.324952,0.779471,0.285395,0.965585,0.195568,0.678044,0.138719,0.824770,0.110290,0.650983,0.190419,0.451124,-0.001034,0.635293,-0.073580,0.775987,0.068349,0.553651,0.052847,0.358997,-0.130389,0.577997,-0.160289,0.674265,-0.090355,0.439965,-0.022290,0.268218,-0.310096,0.478552,-0.287909,0.567752,-0.181641,0.342540,-0.211007,0.282649
A,0.007700,-0.051435,0.229925,0.193728,0.361440,0.498168,0.376249,0.753238,0.232513,0.972897,0.191360,0.698815,0.176320,0.872934,0.184304,0.651054,0.190605,0.492934,0.006453,0.656856,0.007754,0.804767,0.031858,0.544069,0.086616,0.360039,-0.094865,0.538972,-0.144761,0.720358,-0.068534,0.496066,-0.039485,0.259058,-0.338016,0.443444,-0.283279,0.569600,-0.198193,0.404450,-0.159612,0.226379
A,-0.000000,0.000000,0.246632,0.171641,0.361864,0.515135,0.326075,0.787812,0.249028,0.968496,0.179205,0.682560,0.143823,0.874671,0.160011,0.674495,0.182901,0.510099,0.000000,0.630407,-0.017371,0.805359,0.042855,0.553027,0.078192,0.371536,-0.159986,0.550433,-0.167630,0.682536,-0.084042,0.427310,-0.034333,0.255339,-0.310056,0.448146,-0.298320,0.539730,-0.213644,0.369388,-0.153507,0.242295
A,0.081120,0.011827,0.225047,0.150813,0.333584,0.543232,0.315144,0.791633,0.247122,0.990441,0.153803,0.650293,0.150552,0.892700,0.169987,0.650211,0.203226,0.487783,-0.015646,0.602089,0.021664,0.824361,0.061005,0.590444,0.162571,0.320259,-0.182138,0.531948,-0.193155,0.650208,-0.093032,0.390812,-0.024282,0.256890,-0.295625,0.463378,-0.280230,0.528528,-0.150010,0.376421,-0.209382,0.212224
A,-0.052215,0.000520,0.242978,0.157588,0.422192,0.531604,0.347858,0.759880,0.219053,0.969601,0.184396,0.626871,0.138414,0.875093,0.153557,0.650093,0.166715,0.504794,0.002724,0.648551,0.015055,0.796528,0.029170,0.566157,0.096517,0.358510,-0.136274,0.579820,-0.128880,0.735886,-0.110035,0.427727,-0.033995,0.252396,-0.329534,0.403579,-0.295540,0.516680,-0.211065,0.345567,-0.186497,0.249324
A,0.004528,0.017378,0.312208,0.179959,0.376417,0.482808,0.287468,0.835297,0.221323,0.937178,0.178032,0.679854,0.116748,0.865522,0.196892,0.650315,0.141091,0.538377,0.014769,0.611792,-0.064836,0.783020,0.041214,0.587998,0.047095,0.369000,-0.139732,0.478995,-0.136617,0.647062,-0.074082,0.434711,-0.001796,0.271866,-0.381375,0.424602,-0.294174,0.533881,-0.199316,0.393069,-0.135253,0.235867
A,-0.000000,0.000000,0.243709,0.178091,0.351827,0.520301,0.314262,0.790038,0.235990,0.971756,0.179243,0.688279,0.132164,0.870059,0.151723,0.666398,0.170551,0.498975,-0.000000,0.634044,-0.026817,0.800060,0.038957,0.544993,0.069581,0.361373,-0.156846,0.552814,-0.171509,0.683465,-0.084682,0.431532,-0.040239,0.261913,-0.304270,0.451830,-0.294532,0.534355,-0.211901,0.366031,-0.156589,0.243916
A,-0.055390,-0.013664,0.256200,0.145378,0.370765,0.547553,0.318068,0.698125,0.197647,1.028341,0.162847,0.628754,0.169221,0.870459,0.184872,0.674707,0.184308,0.509865,0.020925,0.702367,0.002313,0.752650,0.052357,0.579237,0.105662,0.348575,-0.121898,0.580647,-0.094333,0.660965,-0.099904,0.422348,-0.054945,0.235213,-0.387150,0.438789,-0.283451,0.519558,-0.153839,0.366432,-0.117858,0.251758
A,0.024792,0.008377,0.284772,0.179770,0.366710,0.531291,0.305613,0.802188,0.303021,0.963644,0.191827,0.726012,0.166371,0.870410,0.080222,0.681900,0.103967,0.543073,0.005084,0.664034,-0.053880,0.753485,0.046780,0.543985,0.054835,0.363913,-0.073823,0.577850,-0.140024,0.708783,-0.040298,0.425830,-0.101882,0.256256,-0.279918,0.422736,-0.299823,0.513602,-0.166840,0.388515,-0.137043,0.262564
A,-0.001117,0.005927,0.208153,0.112498,0.356329,0.530021,0.350540,0.837178,0.283090,0.941815,0.168675,0.702689,0.208121,0.914462,0.185305,0.654765,0.144055,0.522642,-0.033020,0.626891,-0.030260,0.847847,0.028316,0.471815,0.084715,0.340403,-0.155567,0.550213,-0.179720,0.707175,-0.130668,0.416021,-0.019718,0.243491,-0.352534,0.471886,-0.260839,0.533005,-0.270726,0.387210,-0.206386,0.253180
A,-0.000000,0.000000,0.241977,0.164764,0.363432,0.505647,0.331488,0.781480,0.259984,0.965613,0.178691,0.676009,0.145785,0.872340,0.163535,0.671993,0.188184,0.502714,0.000000,0.624355,-0.017729,0.791326,0.042808,0.540869,0.077933,0.362006,-0.160935,0.544922,-0.167745,0.680365,-0.084817,0.431182,-0.035358,0.261759,-0.314077,0.445284,-0.306430,0.539431,-0.221899,0.367771,-0.160774,0.239551
A,-0.026624,-0.034795,0.228720,0.159265,0.344105,0.523308,0.318106,0.810886,0.268419,0.944686,0.152713,0.626584,0.154507,0.861702,0.092369,0.655922,0.161153,0.549984,-0.051083,0.581115,0.015570,0.832029,0.020459,0.521906,0.096420,0.292193,-0.216771,0.536500,-0.121248,0.667293,-0.081789,0.465196,0.027849,0.244454,-0.314582,0.499946,-0.352096,0.570258,-0.252448,0.370845,-0.168053,0.210811
A,-0.029493,0.008292,0.271843,0.160872,0.365535,0.522783,0.302339,0.803671,0.284564,1.043722,0.167408,0.662266,0.168854,0.896913,0.147483,0.659898,0.204418,0.477886,-0.012316,0.627043,0.012149,0.773188,-0.012463,0.483371,0.040151,0.322611,-0.165573,0.509256,-0.188828,0.657142,-0.098032,0.470857,-0.015499,0.262243,-0.327908,0.432287,-0.296598,0.556956,-0.249127,0.368865,-0.221723,0.245903
A,0.022864,-0.008402,0.296473,0.138327,0.369955,0.504573,0.328479,0.778050,0.263197,0.991052,0.220024,0.675941,0.170244,0.851287,0.186514,0.649133,0.220903,0.569033,-0.003662,0.558579,-0.034171,0.828282,0.059401,0.548336,0.108193,0.376540,-0.124403,0.572505,-0.122094,0.691129,-0.057659,0.421969,-0.053401,0.312962,-0.307591,0.469430,-0.302718,0.521835,-0.221569,0.410851,-0.144117,0.188207
A,-0.000000,0.000000,0.237798,0.169085,0.348864,0.512949,0.317167,0.783060,0.258771,0.965939,0.177184,0.687501,0.142130,0.870249,0.157492,0.674354,0.180588,0.506554,0.000000,0.637222,-0.023748,0.800097,0.035273,0.554007,0.072744,0.373194,-0.158020,0.557858,-0.170616,0.681905,-0.093666,0.429572,-0.043986,0.262014,-0.305790,0.453701,-0.306763,0.542579,-0.225700,0.369622,-0.161195,0.244310
A,-0.006457,0.053469,0.231384,0.115071,0.405655,0.533421,0.315066,0.771917,0.291241,0.949679,0.211631,0.703767,0.149470,0.874614,0.152243,0.705723,0.154628,0.457896,0.018433,0.656160,-0.009341,0.812329,0.025656,0.577631,0.071377,0.358581,-0.167376,0.618477,-0.222665,0.696899,-0.144040,0.426325,-0.056995,0.199463,-0.294119,0.442300,-0.369739,0.567766,-0.182650,0.414326,-0.150426,0.245691
A,0.039845,0.050472,0.271805,0.140839,0.354904,0.526135,0.262878,0.797141,0.326960,0.985137,0.221386,0.692989,0.139933,0.881687,0.133017,0.645441,0.218578,0.547724,-0.029733,0.666262,-0.026357,0.810292,0.049079,0.583838,0.075225,0.415499,-0.148737,0.576583,-0.195613,0.746665,-0.079572,0.450962,-0.092232,0.237333,-0.268654,0.462308,-0.364176,0.573727,-0.242014,0.411962,-0.163830,0.250451
A,0.035369,-0.026925,0.208013,0.163190,0.373679,0.473023,0.267125,0.807771,0.240681,0.954172,0.121479,0.667132,0.141903,0.898160,0.134355,0.724075,0.160052,0.486061,0.046121,0.643566,-0.040309,0.795443,0.075865,0.597993,0.048240,0.371921,-0.155315,0.528270,-0.172286,0.682065,-0.059460,0.465795,-0.053862,0.255595,-0.285861,0.436145,-0.289104,0.539941,-0.254782,0.340917,-0.117783,0.239617
A,-0.000000,0.000000,0.235642,0.162737,0.353698,0.511240,0.324660,0.785074,0.262304,0.964985,0.176336,0.684775,0.139696,0.878103,0.152601,0.677643,0.173288,0.512831,0.000000,0.631051,-0.021026,0.806332,0.037107,0.551379,0.069167,0.372392,-0.155279,0.554106,-0.170627,0.683952,-0.092217,0.423638,-0.045253,0.255946,-0.300594,0.457122,-0.298680,0.543715,-0.219056,0.364308,-0.159437,0.237304
A,0.049211,-0.015409,0.244378,0.234518,0.321976,0.454305,0.363258,0.760270,0.261683,0.947408,0.184381,0.656259,0.134298,0.891597,0.122352,0.656641,0.162866,0.469966,-0.012677,0.634615,-0.033013,0.798191,0.036510,0.531707,0.089899,0.415471,-0.169211,0.568662,-0.177815,0.694916,-0.045243,0.438898,-0.098455,0.269566,-0.263608,0.450474,-0.268811,0.523012,-0.263622,0.368543,-0.212131,0.230111
A,0.038605,-0.057293,0.197257,0.131776,0.351798,0.500268,0.366634,0.813704,0.277162,0.969354,0.188133,0.658915,0.165412,0.844742,0.177662,0.713228,0.179614,0.507544,0.012009,0.545205,-0.011959,0.802932,0.035589,0.572575,0.066924,0.338186,-0.159521,0.556132,-0.167179,0.688809,-0.061036,0.391057,-0.039982,0.294644,-0.352633,0.462512,-0.316241,0.532594,-0.246200,0.359221,-0.104199,0.199371
A,-0.035088,-0.039058,0.287464,0.148867,0.352929,0.499156,0.296327,0.778019,0.336052,1.006747,0.150748,0.704202,0.114750,0.824812,0.183186,0.712446,0.204669,0.498735,-0.005003,0.653544,-0.009281,0.794523,-0.011465,0.554796,0.101538,0.336464,-0.136117,0.564052,-0.148123,0.710111,-0.113051,0.375129,-0.061258,0.282620,-0.316854,0.436301,-0.353320,0.596295,-0.194284,0.387405,-0.130405,0.254605
A,-0.000000,0.000000,0.228569,0.141510,0.367022,0.487603,0.350531,0.764408,0.294097,0.955776,0.182499,0.685129,0.170597,0.871618,0.178320,0.670555,0.188771,0.498366,0.000000,0.637343,-0.001141,0.801352,0.050817,0.543481,0.082088,0.360145,-0.161462,0.562673,-0.157708,0.678966,-0.084498,0.417608,-0.038420,0.250150,-0.311116,0.468388,-0.293532,0.551352,-0.220471,0.367198,-0.167434,0.238835
A,-0.007330,-0.004913,0.215742,0.220553,0.383699,0.473689,0.364496,0.734082,0.339232,0.935943,0.197531,0.717108,0.182140,0.874452,0.178644,0.668862,0.171470,0.484881,0.044388,0.634087,-0.024715,0.785863,0.083828,0.563749,0.098898,0.352419,-0.144261,0.543366,-0.165496,0.708060,-0.058270,0.388151,-0.064086,0.253411,-0.259332,0.410921,-0.285182,0.510071,-0.239501,0.356265,-0.180050,0.222821
A,0.000216,-0.016058,0.184696,0.164907,0.389608,0.512899,0.304309,0.773375,0.314377,0.924839,0.182774,0.681641,0.225861,0.929353,0.128390,0.745373,0.161314,0.527786,0.029115,0.607473,0.013657,0.798126,0.067447,0.550401,0.117979,0.362407,-0.166498,0.595555,-0.140296,0.700920,-0.104436,0.386251,-0.055452,0.231526,-0.287530,0.497667,-0.298186,0.594280,-0.179417,0.374500,-0.192091,0.286096
A,-0.001831,0.003785,0.218381,0.114817,0.322963,0.506589,0.327029,0.856194,0.261515,0.918054,0.197803,0.731009,0.172535,0.888785,0.123014,0.650230,0.156563,0.441514,0.003509,0.570058,-0.040807,0.785236,0.025878,0.555373,0.091256,0.386959,-0.138891,0.596898,-0.157765,0.688070,-0.069153,0.421858,-0.050336,0.240177,-0.335643,0.481036,-0.296352,0.531457,-0.240338,0.330886,-0.138069,0.241193
A,-0.000000,0.000000,0.245412,0.145268,0.371433,0.493828,0.336577,0.773075,0.275692,0.961246,0.183893,0.672615,0.148560,0.864457,0.165472,0.664307,0.187462,0.490531,-0.000000,0.625904,-0.019898,0.797710,0.040250,0.545138,0.077944,0.362404,-0.161176,0.548456,-0.176890,0.681051,-0.094824,0.424570,-0.041318,0.253231,-0.308552,0.447399,-0.311747,0.544964,-0.232516,0.366930,-0.170393,0.235382
A,-0.025884,0.024256,0.228599,0.103073,0.402070,0.477715,0.324310,0.774311,0.309969,0.961847,0.147919,0.688931,0.134010,0.921094,0.165438,0.597256,0.198183,0.548869,0.047278,0.680833,-0.050491,0.825075,0.018590,0.551866,0.039755,0.343070,-0.181464,0.575413,-0.152869,0.689355,-0.135336,0.415221,-0.063701,0.279322,-0.273206,0.479091,-0.334404,0.462778,-0.285524,0.409579,-0.182431,0.212860
A,0.049280,0.037955,0.246146,0.136466,0.367470,0.500643,0.384578,0.785749,0.297472,0.996324,0.148802,0.695261,0.139723,0.788974,0.101627,0.633763,0.203398,0.493945,0.005531,0.684433,-0.057971,0.796887,0.049383,0.523049,0.078794,0.314405,-0.118879,0.528008,-0.115948,0.680076,-0.063982,0.422971,-0.042240,0.235711,-0.304978,0.456939,-0.335275,0.541213,-0.250819,0.435920,-0.173085,0.281739
A,-0.005869,0.007779,0.205772,0.131856,0.377749,0.541408,0.343236,0.814587,0.294913,1.010068,0.182121,0.744321,0.133998,0.841463,0.129170,0.734237,0.212045,0.480507,0.037471,0.646535,0.039086,0.751275,0.032289,0.531262,0.018733,0.394214,-0.169288,0.570645,-0.106097,0.670453,-0.107458,0.428130,-0.011700,0.236230,-0.327481,0.479115,-0.300388,0.483622,-0.269277,0.411968,-0.158336,0.212516
A,-0.000000,0.000000,0.245344,0.158664,0.361865,0.502937,0.332260,0.777632,0.270931,0.962599,0.176478,0.679817,0.145523,0.881353,0.159340,0.687577,0.178818,0.514136,0.000000,0.627663,-0.020412,0.803159,0.036823,0.556971,0.074233,0.376768,-0.156679,0.549851,-0.171066,0.681487,-0.094448,0.433548,-0.042989,0.267938,-0.302642,0.451242,-0.305111,0.548890,-0.230954,0.378781,-0.172562,0.252045
A,-0.005112,0.000397,0.267416,0.117916,0.336637,0.511126,0.329265,0.794788,0.234046,0.973313,0.209225,0.694421,0.149697,0.878476,0.134294,0.685417,0.216609,0.510566,-0.026694,0.612895,-0.014387,0.791953,0.051382,0.572656,0.100903,0.419475,-0.126803,0.521823,-0.198172,0.679214,-0.107984,0.399398,-0.056240,0.253703,-0.322798,0.441769,-0.269757,0.554867,-0.156800,0.383896,-0.181264,0.252169
A,0.007695,0.013058,0.307645,0.133304,0.387637,0.509170,0.285127,0.800753,0.308960,0.936883,0.176210,0.628056,0.107759,0.912793,0.145347,0.654313,0.185702,0.498464,-0.014125,0.649843,-0.055264,0.775998,0.041445,0.586053,0.111378,0.356816,-0.128558,0.526326,-0.116279,0.647474,-0.054594,0.413854,0.017408,0.285678,-0.333123,0.435575,-0.281675,0.580469,-0.233076,0.380121,-0.149811,0.255999
A,-0.038805,-0.024389,0.252397,0.195128,0.410345,0.526323,0.340879,0.800097,0.250928,0.958002,0.151754,0.642354,0.155530,0.886918,0.179969,0.703961,0.186098,0.530835,-0.001280,0.640050,-0.042196,0.814250,0.056875,0.536880,0.075788,0.358060,-0.172474,0.516103,-0.133092,0.713458,-0.078325,0.492714,-0.048666,0.358891,-0.309468,0.458898,-0.317044,0.560060,-0.205886,0.375364,-0.119260,0.259220
A,-0.000000,0.000000,0.242461,0.142009,0.374305,0.484269,0.348952,0.761043,0.293390,0.955993,0.187371,0.679262,0.165608,0.857786,0.167250,0.655376,0.173674,0.473530,0.000000,0.635051,-0.015179,0.792693,0.031275,0.537134,0.064460,0.346050,-0.165882,0.554974,-0.174681,0.685278,-0.109539,0.427778,-0.067377,0.253795,-0.316926,0.449266,-0.319957,0.554503,-0.245866,0.378083,-0.188175,0.246099
A,0.008115,-0.027270,0.255016,0.137988,0.356058,0.460975,0.429105,0.753139,0.249680,0.935046,0.185824,0.695662,0.182252,0.878084,0.147904,0.665589,0.147392,0.454941,-0.027531,0.599400,0.016747,0.813351,0.060575,0.538314,0.087764,0.293211,-0.139990,0.560288,-0.155868,0.696678,-0.139151,0.382837,-0.088738,0.270743,-0.296224,0.408227,-0.349390,0.532806,-0.256585,0.337222,-0.230837,0.221444
A,0.002588,-0.035418,0.238987,0.173766,0.335252,0.478076,0.379695,0.748495,0.276180,0.990898,0.178185,0.712397,0.178477,0.847501,0.181641,0.664989,0.204300,0.457079,0.001236,0.633206,0.005945,0.761937,0.061785,0.551124,0.024952,0.382298,-0.098859,0.585029,-0.131872,0.687839,-0.159385,0.372454,-0.059724,0.236036,-0.344364,0.447383,-0.301490,0.510920,-0.259333,0.423379,-0.220434,0.272192
A,-0.014542,0.016374,0.275381,0.164248,0.401580,0.449722,0.382362,0.735462,0.301176,0.963740,0.201925,0.689371,0.140294,0.817290,0.193421,0.660951,0.208155,0.472188,-0.042155,0.664035,-0.026291,0.802953,0.011852,0.586464,0.038163,0.335927,-0.162659,0.522209,-0.164766,0.733635,-0.124253,0.439632,-0.149860,0.252628,-0.326318,0.424711,-0.287514,0.544716,-0.251191,0.366767,-0.245680,0.212139
A,-0.000000,0.000000,0.243977,0.143942,0.382309,0.491331,0.366688,0.761901,0.306274,0.951943,0.190841,0.690209,0.179293,0.871054,0.182159,0.665704,0.189377,0.489148,0.000000,0.645288,-0.002948,0.806604,0.045411,0.545421,0.076391,0.356449,-0.167984,0.567301,-0.165959,0.694150,-0.097026,0.430475,-0.053981,0.255628,-0.320036,0.467969,-0.309705,0.561371,-0.239194,0.377471,-0.187311,0.242617
A,0.028833,-0.063299,0.220987,0.131950,0.434618,0.514389,0.349973,0.801037,0.284058,0.982216,0.150074,0.722407,0.167109,0.840199,0.175645,0.674024,0.174534,0.505766,-0.017490,0.663899,0.010319,0.804777,0.032170,0.549967,0.092899,0.418303,-0.139801,0.596580,-0.073304,0.709628,-0.082487,0.451596,-0.084250,0.242311,-0.335221,0.487398,-0.314930,0.565518,-0.206571,0.403366,-0.192162,0.222517
A,0.034058,0.023217,0.195789,0.134547,0.387275,0.514695,0.393991,0.770419,0.323831,0.953868,0.170625,0.682371,0.179863,0.870014,0.125592,0.653779,0.191063,0.480707,-0.007405,0.659927,-0.035316,0.757763,0.034966,0.568344,0.127018,0.379913,-0.212032,0.560330,-0.158260,0.699477,-0.080847,0.402964,-0.052033,0.268238,-0.295266,0.443798,-0.320059,0.480257,-0.257838,0.361739,-0.217898,0.247586
A,-0.001678,-0.067776,0.250442,0.116092,0.396880,0.452875,0.367588,0.753407,0.315367,0.955684,0.183186,0.644121,0.134977,0.853537,0.181911,0.647456,0.208133,0.480771,-0.028950,0.636945,0.003828,0.816351,0.101763,0.525354,0.074187,0.369233,-0.168687,0.552282,-0.212437,0.678825,-0.129237,0.378677,-0.077852,0.224215,-0.302523,0.486002,-0.336821,0.553564,-0.294941,0.362641,-0.175341,0.267365
A,-0.000000,0.000000,0.239447,0.154601,0.363291,0.496257,0.334220,0.767810,0.280922,0.959731,0.182317,0.690281,0.159141,0.868106,0.168401,0.671025,0.182917,0.498220,0.000000,0.637030,-0.013805,0.796926,0.040347,0.548106,0.077165,0.366878,-0.160908,0.554499,-0.172981,0.679358,-0.096658,0.423243,-0.044712,0.251127,-0.307175,0.450637,-0.306676,0.538586,-0.233212,0.363544,-0.174433,0.235433
A,-0.021391,0.031556,0.193977,0.117172,0.384581,0.546391,0.349023,0.766600,0.215066,0.899057,0.186200,0.679539,0.125966,0.870072,0.171855,0.699358,0.187015,0.535072,0.000240,0.633570,0.018124,0.767573,0.124780,0.559363,0.088590,0.382631,-0.104594,0.578274,-0.221133,0.721462,-0.106885,0.426458,-0.083090,0.266913,-0.326716,0.453642,-0.315199,0.596336,-0.173744,0.364939,-0.172513,0.224229
A,0.033180,-0.009868,0.226807,0.183958,0.347142,0.495125,0.286781,0.788936,0.339148,0.981367,0.226171,0.664898,0.166231,0.839812,0.161568,0.694192,0.185972,0.455841,-0.039451,0.595595,0.000938,0.858843,0.081221,0.491226,0.119797,0.394970,-0.207267,0.545403,-0.140115,0.695871,-0.135931,0.441565,-0.108837,0.244443,-0.273036,0.451188,-0.321645,0.565266,-0.203970,0.402845,-0.148202,0.267874
A,0.021987,0.007966,0.242133,0.147483,0.326920,0.467598,0.325760,0.775054,0.324146,0.958477,0.212422,0.722660,0.152198,0.885947,0.161095,0.710690,0.201992,0.462506,0.004846,0.686474,-0.019242,0.810357,0.056723,0.517007,0.092486,0.325063,-0.179677,0.586770,-0.162278,0.670223,-0.083265,0.421440,-0.044335,0.270832,-0.328996,0.451847,-0.316045,0.491018,-0.260826,0.410590,-0.162891,0.195725
A,-0.000000,0.000000,0.238903,0.171027,0.343173,0.503246,0.312835,0.774598,0.262671,0.964886,0.175467,0.678880,0.134412,0.865911,0.149621,0.679916,0.174820,0.513616,0.000000,0.620794,-0.030690,0.789634,0.027944,0.552686,0.069893,0.379677,-0.154705,0.538599,-0.180785,0.675260,-0.105329,0.429416,-0.051853,0.263503,-0.296975,0.435324,-0.308864,0.527143,-0.232868,0.360717,-0.169782,0.236222
A,-0.046211,-0.003365,0.285739,0.165424,0.382383,0.513804,0.326972,0.734526,0.290796,0.954838,0.201360,0.654455,0.139724,0.876471,0.145000,0.692052,0.166828,0.494144,0.048165,0.652262,-0.053516,0.806687,0.005663,0.517145,0.100907,0.328554,-0.126899,0.531017,-0.187131,0.687552,-0.087893,0.404625,-0.030321,0.266904,-0.334657,0.430228,-0.267426,0.577441,-0.211347,0.325006,-0.155064,0.261748
A,0.021771,0.023549,0.249801,0.168854,0.324922,0.446308,0.323024,0.780179,0.279398,0.924759,0.194817,0.740516,0.136766,0.864061,0.158891,0.740886,0.144111,0.519712,-0.023990,0.604383,-0.032177,0.830054,0.081973,0.566130,0.058595,0.454459,-0.167532,0.521465,-0.234033,0.717143,-0.076281,0.501950,-0.093538,0.307248,-0.294871,0.459507,-0.358298,0.571185,-0.209272,0.359549,-0.150428,0.213257
A,-0.017383,-0.013903,0.183322,0.196880,0.378920,0.482206,0.323281,0.766632,0.272519,0.946058,0.148964,0.710442,0.132496,0.926574,0.151010,0.652133,0.211628,0.532540,0.021806,0.656512,-0.050273,0.785816,0.022800,0.513963,0.061985,0.419768,-0.147585,0.498217,-0.227460,0.725203,-0.108038,0.409993,-0.060072,0.219184,-0.254282,0.423532,-0.267842,0.528693,-0.189982,0.368418,-0.144185,0.257795
